Drug Type,Country,Year,Best,High,Male,Female,Low,Age,Source,Method,Adjustment,Specific notes,Sub-region,Region
Opiates,Algeria,2010,0.06,0.06,0.11,0.01,0.05,12+,ARQ,HHS,,Opium and heroin,North Africa,Africa
Opiates,Algeria,2004,0.12,,,,,15-64,UNODC Estimate,,,Opiates,North Africa,Africa
Opiates,Argentina,2010,0.07,0.09,,,0.05,15-64,UNODC Estimate,,e,,South America,Americas
Opiates,Argentina,2007,0.13,0.17,,,0.09,15-64,UNODC Estimate,,e,,South America,Americas
Opiates,Armenia,2007,0.2,0.24,,,0.17,15-64,Government source,,,,Central Asia and Transcaucasia,Asia
Opiates,Australia,2016,0.2,,,,,14+,ARQ,HHS,,Heroin,Australia and New Zealand,Oceania
Opiates,Australia,2013,0.1,,0.2,0.1,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Opiates,Australia,2010,0.2,,,,,15-64,ARQ,HHS,a,,Australia and New Zealand,Oceania
Opiates,Austria,2017,0.628,0.648,,,0.608,15-64,EMCDDA,,,Problem opioid users,Western and Central Europe,Europe
Opiates,Azerbaijan,2010,1.5,1.72,,,1.28,15-64,Government report,I,,Problem opiate users,Central Asia and Transcaucasia,Asia
Opiates,Azerbaijan,2008,0.2,,,,,15-64,ARQ,I,,,Central Asia and Transcaucasia,Asia
Opiates,Bahamas,2003,0.22,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Opiates,Bangladesh,2003,0.37,,,,,15-64,ARQ,HHS,"a, e",,South Asia,Asia
Opiates,Barbados,2006,0.11,0.13,,,0.1,15-64,UNODC Estimate,,,Opiates,Caribbean,Americas
Opiates,Belarus,2016,0.7646,,,,,15-64,ARQ,I,,Problem opiate users,Eastern Europe,Europe
Opiates,Belarus,2011,0.59,,,,,15-64,UNODC Estimate,I,"h,g",Problem opiate users,Eastern Europe,Europe
Opiates,Belarus,2007,0.39,0.67,,,0.07,15-64,UNODC Estimate,R,"h,g",,Eastern Europe,Europe
Opiates,Belize,2005,0.3,,,,,12-65,CICAD/MEM,HHS,,Opiates,Central America,Americas
Opiates,Bermuda,2009,0.15,0.2,,,0.1,16-65,Government source,HHS,,,North America,Americas
Opiates,Bolivia (Plurinational State of),2004,0.07,,,,,15-64,UNODC Estimate,,,,South America,Americas
Opiates,Bosnia and Herzegovina,2009,0.3,,,,,15-64,ARQ,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Bosnia and Herzegovina,2005,0.3,,,,,15-64,Reference Group to the UN on HIV and IDU,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Brazil,2016,0.1,,,,,15-64,ARQ,HHS,,Heroin,South America,Americas
Opiates,Bulgaria,2017,0.37,,,,,15-64,ARQ,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Bulgaria,2011,0.5,,,,,15-64,ARQ,I,,Opiates,South-Eastern Europe,Europe
Opiates,Bulgaria,2008,0.29,,,,,15-64,ARQ,I,,,South-Eastern Europe,Europe
Opiates,Cabo Verde,2004,0.18,,,,,15-64,UNODC Estimate,,,Opiates,West and Central Africa,Africa
Opiates,Cambodia,2007,0.04,,,,,15-64,Government source,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,Cambodia,2004,0.03,,,,,15-64,INCSR/ Reference Group to the UN on HIV and IDU,I,,,East and South-East Asia,Asia
Opiates,Central African Republic,2004,0.05,,,,,15-64,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Chad,2004,0.22,,,,,15-64,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Chile,2018,0,,0,0,,15-64,ARQ,HHS,,Heroin,South America,Americas
Opiates,Chile,2016,0,,0,0,,15-64,ARQ,HHS,,,South America,Americas
Opiates,Chile,2014,0.02,,0.05,0,,15-64,ARQ,HHS,,,South America,Americas
Opiates,Chile,2010,0.02,,,,,15-64,ARQ,HHS,,,South America,Americas
Opiates,Chile,2008,0.1,,,,,15-64,HHS,HHS,,,South America,Americas
Opiates,China,2012,0.19,0.25,,,0.13,15-64,UNAIDS,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,China,2005,0.25,0.31,,,0.19,15-64,Academic research/ Reference Group to the UN on HI,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,"China, Hong Kong SAR",2006,0.2,,,,,15-64,ARQ,,,Opiates,East and South-East Asia,Asia
Opiates,"China, Taiwan Province of China",2005,0.2,,,,,12-64,Government source,,,Opiates,East and South-East Asia,Asia
Opiates,Colombia,2013,0.03,,,,,12-65,Government source,HHS,,Opiates,South America,Americas
Opiates,Colombia,2008,0.02,,,,,12-64,ARQ,HHS,,,South America,Americas
Opiates,Colombia,2004,0.02,,,,,15-64,UNODC Estimate,,,,South America,Americas
Opiates,Congo,2004,0.13,,,,,15-64,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Costa Rica,2015,0.03,,0.06,0.01,,12-70,ARQ,,,Heroin,Central America,Americas
Opiates,Costa Rica,2015,0.04,,0.06,0.01,,15-64,ARQ,HHS,,Heroin,Central America,Americas
Opiates,Costa Rica,2010,0,,,,,12-70,ARQ,HHS,,,Central America,Americas
Opiates,Costa Rica,2006,0.09,,,,,12-70,ARQ,HHS,,,Central America,Americas
Opiates,Côte d'Ivoire,2017,0.9,0.94,,,0.86,15-64,Government source/UNODC Estimate,SS,d,"Opium, heroin, morphine",West and Central Africa,Africa
Opiates,Croatia,2012,0.35,,,,,15-64,ARQ,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Croatia,2010,0.36,0.4,,,0.32,15-64,EMCDDA,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Croatia,2006,0.36,,,,,15-64,ARQ,I,,,South-Eastern Europe,Europe
Opiates,Cyprus,2017,0.2,0.264,,,0.157,15-64,EMCDDA,,,"Problem opioid users: Heroin, Methadone, Buprenorphine, other opioids",Western and Central Europe,Europe
Opiates,Cyprus,2016,0.179,0.221,,,0.147,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Cyprus,2015,0.246,0.324,,,0.193,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Cyprus,2014,0.18,0.24,,,0.15,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Cyprus,2013,0.15,0.21,,,0.12,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Cyprus,2012,0.12,0.15,,,0.1,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Czechia,2017,0.189,0.197,,,0.182,15-64,EMCDDA,,,"Problem opioid users: Heroin,Methadone,Buprenorphine, Fentanyl illicit, other opioids",Western and Central Europe,Europe
Opiates,Czechia,2016,0.2,,0.4,0.1,,15-64,ARQ,HHS,,Heroin,Western and Central Europe,Europe
Opiates,Democratic Republic of the Congo,2004,0.13,,,,,15-64,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Denmark,2017,0.1,,0.1,0,,16-24,ARQ,HHS,,Heroin,Western and Central Europe,Europe
Opiates,Denmark,2009,0.52,0.55,,,0.49,15-64,Government source,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Denmark,2005,0.6,,,,,15-64,ARQ,I,,,Western and Central Europe,Europe
Opiates,Dominican Republic,2008,0.07,0.09,,,0.05,15-64,UNODC Estimate,SS,d,,Caribbean,Americas
Opiates,Dominican Republic,2001,0.11,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Opiates,Ecuador,2013,0.02,,0.03,,,12-65,ARQ,HHS,,Opiates,South America,Americas
Opiates,Ecuador,2007,0.07,0.08,,,0.06,12-65,ARQ,HHS,,,South America,Americas
Opiates,Ecuador,2005,0.12,,,,,15-64,UNODC Estimate,,e,,South America,Americas
Opiates,Egypt,2016,1.76,2.14,,,1.39,15-64,MedSPAD/UNODC Estimate,SS,d,Opium and heroin,North Africa,Africa
Opiates,Egypt,2006,0.44,0.73,,,0.14,15-64,Govt; Academic Research,"HHS, SS","a, d",Opiates,North Africa,Africa
Opiates,El Salvador,2005,0.11,,,,,15-64,UNODC Estimate,HHS,e,,Central America,Americas
Opiates,Estonia,2018,0.04,,0.11,0,,16-64,ARQ,HHS,,Heroin,Western and Central Europe,Europe
Opiates,Finland,2014,0.1,,0.1,0.1,,15-64,ARQ,HHS,,Heroin,Western and Central Europe,Europe
Opiates,France,2017,0.2,,0.3,0.1,,15-64,ARQ,HHS,,Heroin,Western and Central Europe,Europe
Opiates,France,2011,0.52,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,France,2010,0.36,,,,,15-64,UNODC Estimate,I,,,Western and Central Europe,Europe
Opiates,Georgia,2010,0.72,0.74,,,0.71,15-64,Academic Research,I,,,Central Asia and Transcaucasia,Asia
Opiates,Georgia,2006,0.31,,,,,15-64,UNODC Estimate,I,,,Central Asia and Transcaucasia,Asia
Opiates,Germany,2014,0.22,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Germany,2013,0.21,,,,,15-64,Government source,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Germany,2012,0.23,,,,,18-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Germany,2009,0.13,,,,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Opiates,Ghana,2004,0.14,,,,,15-65,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Greece,2017,0.21,0.247,,,0.18,15-64,EMCDDA,,,Problem opioid users,Western and Central Europe,Europe
Opiates,Greece,2016,0.246,0.29,,,0.211,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Greece,2015,0.227,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Greece,2014,0.24,0.28,,,0.21,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Greece,2013,0.22,0.26,,,0.2,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Greece,2012,0.23,0.32,,,0.26,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Guatemala,2005,0.04,,,,,15-65,ARQ,,,Opiates,Central America,Americas
Opiates,Haiti,2006,0.07,,,,,15-64,ARQ,SS,"a, d, e",,Caribbean,Americas
Opiates,Honduras,2005,0.15,,,,,15-64,UNODC Estimate,HHS,e,Opiates,Central America,Americas
Opiates,Hungary,2015,0.13,,0.17,0,,18-64,ARQ,HHS,,Includes poppy tea,Western and Central Europe,Europe
Opiates,Hungary,2011,0.05,0.05,,,0.04,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Hungary,2009,0.05,,,,,15-64,ARQ,I,,,Western and Central Europe,Europe
Opiates,India,2018,1.42,,,,,10-75,Government source,HHS/I,,Includes heroin and opium,South Asia,Asia
Opiates,Indonesia,2014,0.01,,,,,15-64,ARQ,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,Indonesia,2010,0.11,,,,,15-64,ARQ,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,Indonesia,2005,0.16,,,,,15-64,ARQ,,,Problem opiate users,East and South-East Asia,Asia
Opiates,Iran (Islamic Republic of),2015,3.31,,,,,15-64,Government source/UNODC Estimate,HHS,,"Heroin, opium, opium remnant and opium residue",Near and Middle East/South-West Asia,Asia
Opiates,Iran (Islamic Republic of),2013,2.69,3.37,,,2.02,18+,Academic/UNODC Estimate,NSUM,a,"Opium, opium residue and heroin",Near and Middle East/South-West Asia,Asia
Opiates,Iran (Islamic Republic of),2011,1.76,2.14,,,1.38,15-64,Government source,,,Opium and heroin,Near and Middle East/South-West Asia,Asia
Opiates,Iran (Islamic Republic of),2010,2.26,,,,,15-64,ARQ,,,Opiates,Near and Middle East/South-West Asia,Asia
Opiates,Ireland,2014,0.618,0.698,,,0.609,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Ireland,2006,0.72,0.81,,,0.62,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Ireland,2001,0.5,,,,,15-64,ARQ,I,,,Western and Central Europe,Europe
Opiates,Israel,2016,0.4,0.5,,,0.3,18-65,UNODC Estimate,HHS,,Opium and heroin,Near and Middle East/South-West Asia,Asia
Opiates,Israel,2009,0.53,0.59,0.92,0.13,0.46,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Opiates,Italy,2017,0.57,,,,,15-64,UNODC Estimate/ARQ,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Italy,2015,0.524,0.587,,,0.459,15-64,EMCDDA,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Italy,2014,0.52,0.58,,,0.46,15-64,EMCDDA,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Italy,2013,0.8,,1.1,0.6,,15-64,Government source,HHS,,Data refers to 2013/14. Problem opiate users.,Western and Central Europe,Europe
Opiates,Jamaica,2006,0.7,1.1,,,0.3,15-64,UNODC Estimate,SS,"d,e, x",Opiates,Caribbean,Americas
Opiates,Jamaica,2001,0.1,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Opiates,Kazakhstan,2015,1.03,1.08,,,0.97,15-64,UNODC Estimate,I,k,Heroin. Benchmark multipliers.,Central Asia and Transcaucasia,Asia
Opiates,Kazakhstan,2006,0.89,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Opiates,Kenya,2012,0.22,,,,,15-64,Government report,I,,Problem opiate users,East Africa,Africa
Opiates,Kenya,2004,0.73,,,,,15-64,Reference Group to the UN on HIV and IDU,I,"c, i",,East Africa,Africa
Opiates,Kuwait,2004,0.17,,,,,15-64,UNODC Estimate,,,Opiates,Near and Middle East/South-West Asia,Asia
Opiates,Kyrgyzstan,2015,0.89,0.96,,,0.82,15-64,UNODC Estimate,I,k,Heroin. Benchmark multipliers.,Central Asia and Transcaucasia,Asia
Opiates,Kyrgyzstan,2006,0.74,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Opiates,Lao People's Democratic Republic,2008,0.37,,,,,15-64,UNODC (ICMP),HHS,"a, c",Opiates,East and South-East Asia,Asia
Opiates,Latvia,2017,0.56,,,,,15-64,ARQ,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Latvia,2016,0.49,0.59,,,0.41,15-64,Government source,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Latvia,2014,0.47,0.75,,,0.34,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Latvia,2013,0.62,1,,,0.42,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Latvia,2012,0.49,0.36,,,0.5,15-64,EMCDDA,I,,,Western and Central Europe,Europe
Opiates,Lebanon,2003,0.2,,,,,15-64,ARQ,,,Opiates,Near and Middle East/South-West Asia,Asia
Opiates,Liberia,2004,0.17,,,,,15-64,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Libya,2004,0.14,,,,,15-64,UNODC Estimate,,,Opiates,North Africa,Africa
Opiates,Liechtenstein,2005,0.2,,,,,15-64,ARQ,SS,"a, b",Mainly opiates,Western and Central Europe,Europe
Opiates,Lithuania,2007,0.24,0.24,,,0.23,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Lithuania,2006,0.1,,,,,15-64,Government source,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Luxembourg,2015,0.446,,,,,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Luxembourg,2007,0.59,,,,,15-64,ARQ/EMCDDA,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Luxembourg,2000,0.93,,,,,15-64,EMCDDA,I,,,Western and Central Europe,Europe
Opiates,Malaysia,2009,0.94,,,,,15-64,SMART,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,Maldives,2012,1.34,,,,,15-64,Government source,HHS,,Includes Non medical use of pharmaceutical opioids,South Asia,Asia
Opiates,Malta,2017,0.451,0.489,,,0.422,15-64,EMCDDA,,,Problem opioid users:Daily opioid users,Western and Central Europe,Europe
Opiates,Malta,2016,0.61,,,,,15-64,ARQ,I,,Daily heroin users,Western and Central Europe,Europe
Opiates,Malta,2015,0.59,,,,,15-64,ARQ,I,,Daily heroin users,Western and Central Europe,Europe
Opiates,Malta,2014,0.57,0.62,,,0.53,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Malta,2012,0.62,0.66,,,0.58,15-64,EMCDDA,I,,Problem Opiate users,Western and Central Europe,Europe
Opiates,Mauritius,2007,0.91,,,,,15-54,ARQ,I,,,East Africa,Africa
Opiates,Mexico,2016,0.1,,0.1,,,12-65,Government source,HHS,,Heroin only,North America,Americas
Opiates,Mexico,2011,0.18,0.26,,,0.1,12-65,Government source,HHS,,,North America,Americas
Opiates,Mexico,2008,0.04,,,,,12-65,ARQ,HHS,,,North America,Americas
Opiates,Morocco,2017,0.71,,,,,15-64,MedSPAD/UNODC Estimate,SS,,Heroin,North Africa,Africa
Opiates,Morocco,2014,0.01,,,,,15-64,UNAIDS/GARPR,I,,People who inject drugs,North Africa,Africa
Opiates,Morocco,2011,0.08,,,,,15-64,Government report,I,,People who inject drugs,North Africa,Africa
Opiates,Morocco,2004,0.02,,,,,15-64,ARQ,,,Opiates,North Africa,Africa
Opiates,Myanmar,2010,0.8,0.9,,,0.7,15-64,UNODC (ICMP),HHS,"a,c",Opiates,East and South-East Asia,Asia
Opiates,Nepal,2006,0.24,0.29,,,0.18,15-64,Government source,"I, b",,Problem opiate users,South Asia,Asia
Opiates,Netherlands,2012,0.13,0.15,,,0.11,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Netherlands,2008,0.16,,,,,15-64,EMCDDA,I,,,Western and Central Europe,Europe
Opiates,New Zealand,2008,0.1,0.3,,,0.1,16-64,Government source,HHS,x,"Heroin, Opium, Homebake",Australia and New Zealand,Oceania
Opiates,Nicaragua,2006,0.02,,,,,12-65,CICAD/MEM,HHS,,Opiates,Central America,Americas
Opiates,Niger,2004,0.2,,,,,15-64,Reference Group to the UN on HIV and IDU,I,,Problem opiate users,West and Central Africa,Africa
Opiates,Nigeria,2017,0.09,0.21,,,0,15-64,Government/UNODC,HHS/I,,Heroin,West and Central Africa,Africa
Opiates,Nigeria,2008,0.7,1,,,0.3,15-64,UNODC Estimate,,,Opiates,West and Central Africa,Africa
Opiates,North Macedonia,2005,0.4,0.5,,,0.4,15-64,ARQ,,x,Includes Non medical use of pharmaceutical opioids,South-Eastern Europe,Europe
Opiates,Norway,2013,0.27,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Norway,2008,0.3,0.39,,,0.21,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Pakistan,2012,1,1.5,1.8,0.04,0.7,15-64,Government/UNODC,,,,Near and Middle East/South-West Asia,Asia
Opiates,Pakistan,2006,0.57,,,,,15-64,UNODC (GAP survey),,,,Near and Middle East/South-West Asia,Asia
Opiates,Paraguay,2003,0.03,,,,,12-65,ARQ,HHS,e,Opiates,South America,Americas
Opiates,Peru,2005,0.18,,,,,12-64,UNODC Estimate,,,Opiates,South America,Americas
Opiates,Philippines,2011,0.04,0.04,,,0.03,15-64,Government report,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,Philippines,2008,0.01,,,,,10-64,ARQ,HHS,,,East and South-East Asia,Asia
Opiates,Poland,2016,1.7,,1.8,1.5,,15-64,ARQ,HHS,,"Includes ""Kompot""",Western and Central Europe,Europe
Opiates,Poland,2014,0.06,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Poland,2013,0.1,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Poland,2012,0.1,,0.1,0.1,,15-64,ARQ,HHS,,Problem opiate users,Western and Central Europe,Europe
Opiates,Poland,2010,0.3,,,,,15-64,ARQ,HHS,,"Includes ""Kompot""",Western and Central Europe,Europe
Opiates,Portugal,2015,0.52,0.76,,,0.38,15-64,Government source,I,,Problem opiate users. Continental Portugal only,Western and Central Europe,Europe
Opiates,Portugal,2012,0.49,0.55,,,0.42,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Portugal,2007,0.38,,,,,15-64,ARQ,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Republic of Korea,2004,0,,,,,15-64,ARQ,HHS,"a,e",,East and South-East Asia,Asia
Opiates,Republic of Moldova,2011,0.12,,,,,15-64,ARQ,I,,Problem opiate users,Eastern Europe,Europe
Opiates,Republic of Moldova,2008,0.15,0.17,,,0.15,15-64,Government source,"R, HHS",e,Opiates,Eastern Europe,Europe
Opiates,Romania,2016,0.167,,,,,15-64,ARQ,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Romania,2011,0.11,,,,,15-64,ARQ,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Russian Federation,2010,1.4,1.4,,,1.4,15-64,Government source,I,,"Number of persons in treatment for heroin use disorders, adjusted with a (latency) multiplier of 5.",Eastern Europe,Europe
Opiates,Russian Federation,2007,1.64,,,,,15-64,UNODC Estimate,I,,Opiates,Eastern Europe,Europe
Opiates,Rwanda,2004,0.14,,,,,15-64,Cure Research estimate,,,Opiates,East Africa,Africa
Opiates,Saudi Arabia,2006,0.06,,,,,15-64,UNODC Estimate,,,Opiates,Near and Middle East/South-West Asia,Asia
Opiates,Senegal,2006,0.08,,,,,15-64,UNODC Estimate,SS,"a, d, e",Opiates,West and Central Africa,Africa
Opiates,Serbia,2014,0.1,,0.1,0,,18-64,Government sources,HHS,,,South-Eastern Europe,Europe
Opiates,Serbia,2008,0.28,0.38,,,0.18,15-64,ARQ,I,,Problem opiate users,South-Eastern Europe,Europe
Opiates,Seychelles,2011,2.3,,,,,15-64,Government source,,,Opiates,East Africa,Africa
Opiates,Sierra Leone,2004,0.17,,,,,15-64,Cure Research estimate,,,Opiates,West and Central Africa,Africa
Opiates,Singapore,2010,0.32,0.37,,,0.27,15-64,UNODC Estimate,I,,,East and South-East Asia,Asia
Opiates,Singapore,2006,0.01,,,,,15-64,ARQ,R,,Opiates,East and South-East Asia,Asia
Opiates,Slovakia,2008,0.13,0.25,,,0.1,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Slovakia,2006,0.3,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Opiates,Slovenia,2017,0.358,0.416,,,0.315,15-64,EMCDDA,,,"Problem Opioid users: Heroin, methadone, buprenorhine, other opioids",Western and Central Europe,Europe
Opiates,Slovenia,2012,0.49,0.58,,,0.43,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Slovenia,2011,0.44,0.48,,,0.4,15-64,EMCDDA,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Somalia,2004,0.16,,,,,15-64,Cure Research estimate,,,Opiates,East Africa,Africa
Opiates,South Africa,2008,0.41,,,,,15-64,ARQ,HHS,,Opiates,Southern Africa,Africa
Opiates,Spain,2017,0.23,0.31,,,0.15,15-64,ARQ/Government source,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Spain,2016,0.221,0.293,,,0.149,15-64,ARQ,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Spain,2015,0.227,0.299,,,0.155,15-64,ARQ,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Spain,2014,0.21,0.263,,,0.158,15-64,ARQ,I,,Problem heroin users,Western and Central Europe,Europe
Opiates,Spain,2013,0.21,0.25,,,0.16,15-64,ARQ/Government source,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Spain,2012,0.21,0.26,,,0.17,15-64,Government source,I,,Problem opiate users,Western and Central Europe,Europe
Opiates,Sri Lanka,2018,0.6,,1.2,0.017,,14+,Government source,,,Heroin,South Asia,Asia
Opiates,Sri Lanka,2016,0.3,0.32,,,0.28,15-64,Government source,I,"g,h",,South Asia,Asia
Opiates,Sri Lanka,2010,0.33,0.33,,,0.33,15-64,ARQ,I,,Opiates,South Asia,Asia
Opiates,Sri Lanka,2006,0.11,,,,,15-64,ARQ,,,Opiates,South Asia,Asia
Opiates,Swaziland,2004,0.17,,,,,15-64,Cure Research estimate,,,Opiates,Southern Africa,Africa
Opiates,Switzerland,2015,0.43,0.47,,,0.39,15-64,Government source,I,,Opiates,Western and Central Europe,Europe
Opiates,Syrian Arab Republic,2005,0.02,,,,,,UNODC Estimate,,,Opiates,Near and Middle East/South-West Asia,Asia
Opiates,Tajikistan,2015,0.52,0.52,,,0.51,15-64,UNODC Estimate,I,k,Heroin. Benchmark multipliers.,Central Asia and Transcaucasia,Asia
Opiates,Tajikistan,2006,0.54,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Opiates,Thailand,2007,0.2,,,,,15-64,ARQ,HHS,,Opiates,East and South-East Asia,Asia
Opiates,Tunisia,2011,0.12,,,,,15-64,Government report,I,,Problem opiate users,North Africa,Africa
Opiates,Turkey,2018,0.03,,0.05,,,15-64,ARQ,,,Heroin,South-Eastern Europe,Europe
Opiates,Turkey,2011,0.03,0.05,,,0.02,15-64,EMCDDA,I,,Problem opiate users,South-Eastern Europe,Europe
